字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,地区
留言对象：河北省石家庄市委书记张超超,新铁富城乱收费,投诉/求助,城建,办理中,2023-08-15 08:58,新乐市新铁富城小区开发商，原定于2020年10月1日交房，实际至今没有交房，但是目前已经有很多业主入住，如果想要拿钥匙就得向开发商支付暖气接头费，天然气接头费，装修押金，取暖费，物业费等一系列不合理的费用，并且不开具任何形式的发票，要房就得交这些钱，特别的霸道，希望政府出面帮我们解决这些问题,认领交办,2023-08-15 16:45,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省石家庄市新乐市
留言对象：河北省石家庄市委书记张超超,无良开发商再次收取办理不动产费用,投诉/求助,城建,办理中,2023-08-15 07:01,尊敬的领导您好！我是深泽鑫泽花苑小区的业主，我们小区20117年交房，当时向我们收取了公共维修与契税和其他相关费用大约两万元左右，开发商承诺2019年给我们办理不动产证，但至今未给办理，今年7月下旬收到通知可以办理房本，但每家按每平米280元再次收费，我家111平米这样下来又得交三万多元，费用属实太高，在此希望市委书记帮助广大业主督促此事，帮助广大业主解决问题,认领交办,2023-08-16 11:13,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,地铁四号线南焦枢纽站施工扰民,投诉/求助,城建,已办理,2023-08-14 23:29,每天六点到十二点多，噪音严重干扰到旁边居民正常休息，上完班回家也不能得到休息，跟着施工团队一起作息，希望领导能重视解决老百姓的问题。,裕华区委,2023-08-29 15:23,网民您好！接到留言后，裕华区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：经核实，裕华区建华南街道已与地铁四号线施工单位沟通其施工时间不得晚于22：00。同时辖区街道办将加大对此路段的巡查力度，避免施工扰民的情况再次发生。工作人员已与您取得联系，解释了相关情况。感谢您对我们工作的理解与支持。,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,石家庄兰溪璟园小区拒不整改消防验收问题,投诉/求助,城建,已办理,2023-08-14 23:16,石家庄兰溪璟园小区于2023.6.30到和业主们的交房日期。但是至今没有通过综合验收。和售楼部销售沟通说是消防验收不合格，整体也验收不了。请有关部门协助整改，毕竟已经过去两个多月，为什么一点改进没有，兰溪璟园小区开发商是否存在拒不整改的问题,石家庄高新区,2023-08-28 15:07,"网民您好！接到留言后，我区高度重视，立即安排工作人员进行调查核实，现将结果回复如下：
经现场核实，该项目对消防查验中发现的问题建设单位正积极整改，我区已督促建设单位加快整改工作进度，达到验收条件申报消防验收。工作人员已与您取得联系，解释了相关情况（政策）和最新进展。感谢您对我们工作的理解与支持。",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,食品安全问题,投诉/求助,政务,已办理,2023-08-14 22:19,看到一家店铺叫老*肉销售牛羊肉，并称20年老店，买回家发现颜色鲜亮，有瘦肉精，甚至鸭肉等不明肉冒充，36一斤的羊肉销售，请领导明察，让老百姓吃上放心肉。,新华区委,2023-08-28 09:55,"网民您好，接到留言后，新华区委高度重视，立即安排工作人员调查核实，现将结果回复如下：
8月17日，我区对此店铺进行了现场检查，经营户提供了其营业执照、进货票据及动物检疫合格证明，未发现其经营的羊肉存在质量问题。工作人员已与您取得联系，并进行了详细的解释说明。祝您生活愉快。",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,行唐县启天悦城房地产拆迁户没有房子,投诉/求助,城建,已办理,2023-08-14 19:48,拆迁房子将近十年没有分到房子，每次去找开发商都说现在没有房子也没有钱建房子。愿意找谁找谁去。作为拆迁户，我们居无定所，要房子要不上。希望领导能够彻查石家庄市行唐县启天悦城房子开发商，能够给我们原住拆迁户一个合理的安排,行唐县委,2023-08-24 21:08,"网民您好！接到留言后，行唐县委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：
针对启天悦城房地产项目相关问题，县委、县政府高度重视，成立了解遗工作专班，工作专班对群众反映的相关问题已经核实完毕，并对该项目进行了清算，现正研究解决遗留问题及后续项目建设的工作方案，待方案确定后，在相关部门的监督下，加快推进项目后续建设，切实维护好群众的合法利益，群众反映的相关问题届时一并解决。工作人员已与您取得联系，向您解释了相关政策和最新工作进展。感谢您对我们工作的理解与支持。",河北省石家庄市行唐县
留言对象：河北省石家庄市委书记张超超,天洲视界城D区为壹洲物业服务态度太差,投诉/求助,城建,已办理,2023-08-14 17:46,天洲视界城D区物业为壹洲物业管理收取1.98物业费，每年支出费用也不公示，自己业主零时进去家里搬取东西，接送孩子，物业只给30分钟时间，超过30分钟了出来态度蛮横，下次不让进了等等一些语气。天洲视界城无法成立业主委员会，请领导高度重视一下。,长安区委,2023-09-01 16:50,网民您好！接到留言后，长安区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：辖区镇政府、区住建局核实，物业对每半年公示一次公共区域收益支出，具体详情可到物业查询。为避免临停车辆占用车位资源，居民可到物业购买车位，也可办理临停手续。居委会入驻后，推动成立业主委员会。感谢您的理解与支持。,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,请领导协商开发商让购房者签订两份认购协议问题,投诉/求助,城建,已办理,2023-08-14 17:09,"领导您好：

本人于在2023年07月20认购了无极东路与智慧南街交叉口石家庄市无极县无极东路佳天广场旁的（幸福寓墅2-52*），并现场缴纳现金21907元作为购房定金。
事后问了很多买房的朋友，在购房过程中发现了诸多开发商不合理不合规的问题，所以无法继续履行合同，多次与开发商协商无果，迫于无奈，特此向您致信反映，感谢您在百忙之中查阅，期望您能帮助协调解决。情况如下：
1、第一是我交的定金没有进入公示的监管账户；
2、开发商为了达到销售目的，给我们签订了两份认购协议，两份认购协议上的总价不一致，销售跟我们说交了2万左右的定金就可以去银行贷款了，但是我们的首付还没有交清呢，是不是在欺骗购房者呢？导致我们无法继续履行合同。
3，开发商这边开具了一份6万8左右的首付虚假票据。
对此本人问题希望领导体恤百姓，帮忙协调处理。在此感谢！！",无极县委,2023-08-28 14:54,网民您好！接到留言后，无极县委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：据了解，您已和幸福寓墅售楼部达成一致意见。工作人员已与您取得联系，告知了相关情况。感谢您对我们工作的理解与支持。,河北省石家庄市无极县
留言对象：河北省石家庄市委书记张超超,房子问题,投诉/求助,城建,已办理,2023-08-14 14:53,我是石家庄正定县正定镇，成德南街113号城韵雅苑小区业主，于2023年7月20号在领导留言板平台上的留言，于2023年8月7号收到回复，见下面图片。按回复要求，我以将客卫门对面墙体恢复原样，原墙体为10厘米厚加气砖砌筑，并不是承重墙，只是起到隔离的用处，且经过物业人员现场查验，并符合建筑图纸的尺寸要求，有下面图片中图纸为证。图中红色圆圈中为原图和恢复后一样。望政府部门领导为小区业主做主退还押金600元，谢谢领导,正定县委,2023-08-30 15:52,网民您好！接到留言后，正定县委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：经现场核实，您已对拆除部分进行恢复，县有关部门将持续关注，协调物业公司为您办理退款事宜。工作人员已与您取得联系，解释了相关情况和最新进展。感谢您对我们工作的理解与支持。,河北省石家庄市正定县
留言对象：河北省石家庄市委书记张超超,请求小区周围规划停车位,投诉/求助,交通,已办理,2023-08-14 14:19,本人旭东小区业主，居住的小区2020年5月1号就交房了，从之前的交通不便，没有路灯，在修路，已经变得很好了。有问题给时间也都解决了，可是小区周围的停车位划分问题，那就要说一说了。1.近期小区楼下，交警老是来贴条，原因是因为有人打举报电话，只要打电话交管部门就要来处理，后来才知道因为小区车位很多，所以我们怀疑是物业打的电话，请相关部门查询一下。物业这属于逼迫我们买车位，因为物业还天天发小区车位很多欢迎来电，车位卖不出去就打电话，现在已经连着三四天来了。2.关于停车位的问题什么时候能解决？我们只希望小区周围尽快规划停车位。,石家庄高新区,2023-08-25 17:53,"网民您好！接到留言后，我区高度重视，立即安排工作人员进行调查核实，现将结果回复如下：
我区交警大队已现场勘查，旭东城小区门口路北侧符合施化要求，已经联合区住房建设和城市管理局施划了停车泊位。据反馈，工作人员已与您取得联系，解释了相关情况（政策）和最新进展，您表示认可。",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,天洲视界城d区买了8年不交房,投诉/求助,城建,已办理,2023-08-14 12:47,2016年买的天洲视界城d区22号楼，开发商虚假宣传。中间经历了各种耍无赖。至今表演式施工，一次次忽悠业主们。请政府监管，明确交房日期。,长安区委,2023-08-30 16:14,网民您好！接到留言后，长安区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：辖区政府多次督促开发单位倒排工期，加快施工，确保9月底交付。感谢您的理解与支持。,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,教育机构退费,投诉/求助,教育,已办理,2023-08-14 12:42,投诉河北通*公司，想要退课却没有告诉我几天可以无理由退费，还告诉我退费很麻烦，明显在欺骗我，合同上写的是7天无理由退费，机构一直在拖延时间，交了3300元上了12天课扣我2480元。而且态度很不好，霸王条款，压榨我，说开了课就不能关了，没有发票没有收据，没有合同，合同也没让我看，跟我对接老师说15天无理由退款,桥西区委,2023-08-24 17:35,"网民您好，您反映的问题石家庄市桥西区委高度重视，经调查核实，现将情况回复如下：
经桥西区工作人员多次协调，该公司同意退还您800元学费，并可继续学习。您的学费将于会计结算日（9月15号）后三个工作日退还。目前，您已与该公司达成一致意见。工作人员已与您电话联系，感谢您的认可，祝您生活愉快。",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,石家庄市经开区能客工坊住房问题,投诉/求助,城建,办理中,2023-08-14 12:08,2018年从这里买的公寓，开发商承诺19年6月交房，一共五栋楼，到现在还有三栋烂尾状态，其余两栋去年名义上交房了但是没有供暖，没有天然气，去年冬天住户就是挨冻过来的，还在使用液化气罐，院里垃圾满天飞杂草丛生，地下车库积水成渊，楼道里一层土没人管，小区院里竟然还有工厂车间？希望领导能为老百姓主持公道！,认领交办,2023-08-16 17:55,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,小区宽带进驻,投诉/求助,城建,已办理,2023-08-14 10:26,格调春天二期小区移动运营商进驻不了小区，拉不了网线，格调春天一期可以拉宽带，为何只有二期拉不了，咨询过移动公司说是物业要价太高？关于小区物业以接网费等方式制造门槛，涉嫌垄断问题，费用是否合理？我希望住建局督促整改，打通壁垒。,桥西区委,2023-08-24 17:33,"网民您好，您反映的问题石家庄市桥西区委高度重视，经调查核实，现将情况回复如下：
经桥西区工作人员核实，小区物业未向移动运营商索要相关费用，阻止移动公司进驻小区。移动客服表示，移动运营商未在小区覆盖移动宽带线路,无法连接移动宽带。工作人员已与您电话联系，感谢您的认可与理解，祝您生活愉快。",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,永安街拆迁款不到位,投诉/求助,城建,已办理,2023-08-14 10:20,我是永安街拆迁户。2022年与拆迁办签订了回迁协议，22年5月房子拆平。等待一年后又被告知规划有变不建回迁房了，拆迁办要重新评估。后被迫与拆迁办重新签订协议，改为货币补偿，协议规定甲方15个工作日将拆迁款打入拆迁户账户。但自今年5月重新签订协议以来至今已近三个月，拆迁款迟迟不到位，请领导协助解决此问题。,桥西区委,2023-08-24 17:37,"网民您好，您反映的问题石家庄市桥西区委高度重视，经调查核实，现将情况回复如下：
经桥西区工作人员核实，2023年3月，石家庄市自然资源规划局调整项目规划，住宅地块变更为商业地块。为妥善安置金世界三期回迁户，在桥西区政府的推动下，统一启动金世界回迁户换签工作。目前，拆迁款正在按签约顺序发放。
工作人员已与您电话联系，您的换签协议已审核通过，正在走换签协议盖章手续，近期可支付换签补偿款。感谢您的认可与支持，祝您生活愉快。",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,强占耕地宅基地,投诉/求助,城建,已办理,2023-08-14 05:35,1、2023年3月我家2亩多麦地被打了灭草剂，颗粒无收。把浇地水井电缆掐断扔到井里，让我们无法耕种。现又将我家耕地用施工围挡圈起来，强行占用搞开发，未给任何补偿。请领导协助解决此问题。,正定县委,2023-08-28 17:42,网民您好！接到留言后，正定县委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：经核实，正定镇工作人员已与您取得联系，对相关问题进行了解释说明。感谢您对我们工作的理解与支持。,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,新华区中冶德贤华府开发商违建一楼小院,投诉/求助,城建,已办理,2023-08-14 01:54,新华区中冶德贤华府小区开发商未按照规划图建设，自规局规划图显示该小区一楼未规划小院，地上规划有245个机动车停车位，自收房之日发现一楼违建小院，地上车位一个也没建设，请领导协助解决此问题。,新华区委,2023-08-25 15:22,"网民您好，接到留言后，新华区委高度重视，立即安排工作人员调查核实，现将结果回复如下：
经了解，一楼小院规划问题目前由自然资源和规划局新华分局正在依法办理中。中冶德贤华府小区内规划有地面停车位200多个（包括小区住宅和商业），按规定该地上车位不可销售，可以出租。由于较多业主反映人车不分流，存在较大的安全隐患，小区物业为了居民通行安全，对小区进行投资改造，将原有地面停车位调整为跑道、绿地等休闲场地。小区居民可以通过购买地下停车位或租用小区院外地上商业停车场解决停车问题。工作人员已与您取得联系，并进行了详细的解释说明。祝您生活愉快。",河北省沧州市新华区
留言对象：河北省石家庄市委书记张超超,拖欠机械费10余年,投诉/求助,就业,已办理,2023-08-13 20:55,"我是灵寿县一名货车司机,在2013年给灵寿县三圣院乡北纪城村委会清理垃圾10000余元。至今未结清。请领导协助解决此问题。",灵寿县委,2023-08-28 18:28,网民您好！接到留言后，灵寿县委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：经相关部门协调，北纪城村将逐年偿还欠款，争取早日还清。工作人员已与您取得联系，解释了相关情况和最新进展。感谢您对我们工作的理解与支持。,河北省石家庄市灵寿县
留言对象：河北省石家庄市委书记张超超,拖欠工资,投诉/求助,三农,已办理,2023-08-13 18:54,从2021年开始在正定新区管廊项目干活，2022年9-10月份工资不给，2023年5-7月份工资不给，请领导协助解决此问题。,正定县委,2023-08-28 17:42,网民您好！接到留言后，正定县委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：县有关单位已对您反映的问题立案处理，并对用人单位下发了《责令限期改正通知书》，下一步将依法依规进行处理。工作人员已与您取得联系，解释了相关情况和最新进展。感谢您对我们工作的理解与支持。,河北省保定市新区
留言对象：河北省石家庄市委书记张超超,高铁绿色体育公园足球场收费，不开放,投诉/求助,城建,已办理,2023-08-13 17:22,高铁片区的中央体育公园，一个11人制足球场，5个5人制足球场，周末本事集中踢球玩的时候，却铁锁锁着，不再对市民开放。管理人员足球场已经外包，要在小程序上预约并缴费，不缴费不能使用，一场300元，说是6号场地早场7点~9点免费，但是根本没6号五人制，请问这儿的足球场地，是收费盈利项目，还是给市民免费锻炼使用的场地？,石家庄国控城市发展投资集团有限责任公司,2023-08-28 10:10,"网民您好！您反映的问题，石家庄市城投城市更新公司高度重视，认真进行了调查核实，现将情况回复如下：
    据了解，自2022年10月份以来，中央绿色体育公园各类专业运动场地陆续开放，截至2023年7月份，均为免费试运营状态。2023年7月7日体育公园部分专业运动场地10块网球场、6块足球场和1块风雨篮球场开始按照制定的标准进行收费。
    为充分体现中央绿色体育公园的公益性质，同时保证各类运动场地得到有效维护以长期服务广大市民，中央绿色体育公园采取大部分场地免费开放、极少部分专业场地低标准收费的模式，该公园共规划建设106块各类运动场地，除室外足球场和网球场以及室内风雨篮球场共17块场地为收费场地外，其余乒乓球、室外篮球场等场地均免费开放，收费场地总体占比低；同时收费场地实行办卡优惠制度，切实增强市民参与体育运动的积极性。
   6号足球场位于体育公园彩虹桥南侧足篮排组团球场之中，周一至周五（节假日除外）早上7：00-9:00为免费开放时间段。
   工作人员已与您取得联系，解释了相关情况。
   祝您生活愉快！",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,安联凯旋府施工进度慢，开发商不积极建设,投诉/求助,城建,已办理,2023-08-13 17:22,截止2023年8月12日，河北省石家庄市长安区西兆通镇凌透西街安联凯旋府项目已延期交房七个多月，目前项目进度极其缓慢，大部分楼栋二次结构还没做完，两栋楼主体结构还未做完，未封顶。望领导能安排相关部门现场核实并给出合理的解决办法，监督开发商尽快完成建设交房。让百姓能尽早结束租房的生活。,长安区委,2023-08-30 16:09,网民您好！接到留言后，长安区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：辖区镇政府核实，开发单位今年复工以来，项目建设推进顺利。镇政府督促开发单位确保安全的前提下，组织业主代表实地查看进度，多方筹集资金加快后续建设，确保按期交房，预计2024年6月和7月分两批次交付。感谢您的理解与支持。,河北省石家庄市长安区
留言对象：河北省石家庄市委书记张超超,鹿泉区果岭湾小区不允许安装新能源车辆充电设备,投诉/求助,城建,已办理,2023-08-13 13:27,果岭湾物业以变压器为由拒绝业主安装充电桩。请领导协助解决此问题。,鹿泉区委,2023-08-25 16:54,"网民您好！接到留言后，鹿泉区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：
经调查，该小区于2010年交付使用，建设规划之初未预留新能源汽车充电桩供电容量，现有电力负荷只能保障居民正常生活用电，暂时不具备安装充电桩的条件。工作人员与您联系，解释了相关情况。
感谢您对我们工作的理解与支持。",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,平山得合房地产中央悦府,投诉/求助,城建,已办理,2023-08-12 21:34,本人2019年在平山中央悦府购买房子带小院。可截止到现在四五年时间过去了。小院到现在还没盖起来。请领导协助解决此问题。,平山县委,2023-08-28 11:49,网民您好！接到留言后，平山县委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：由于您不同意开发企业提出的退房方案，开发企业正在研究经济补偿赔付方案。工作人员已与您取得联系，解释了相关情况。感谢您对我们工作的理解与支持。,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,大尚华府房屋顶漏水裂开问题,投诉/求助,城建,已办理,2023-08-12 18:58,住进大尚华府起就屋顶年年漏水问题解决不彻底 ，年年修年年拖到最后雨季末尾修。每次第二年下雨才能试出漏不漏雨。这次漏水上报有12天了。也不来修说什么工程部就一个人。不管怎么说先给我们修吧 。不然屋里新装修的被破坏成什么样子 问题只会越来越大。我们业主提出我们找人修 他们人看着直到修完付钱为止。不然本来一次可以修好的 让他们修年年修也修不好修了3年了 低下图片照的不太清楚 屋里现场为证,鹿泉区委,2023-08-25 16:23,"网民您好！接到留言后，鹿泉区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：
经调查，您所购买房屋在5年质保期内，由开发单位负责维修。近日，开发单位将派专业维修人员进行修补处理。
感谢您对我们工作的理解与支持。",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,北城东村羊场污染空气,投诉/求助,环保,已办理,2023-08-12 18:14,羊场污染空气村民不敢开窗通风，领导能给百姓解决问题,灵寿县委,2023-08-28 18:26,网民您好！接到留言后，灵寿县委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：相关部门已督促该养殖公司针对异味问题进行整改，同时，监督该公司逐步缩减养殖规模，最大限度降低异味影响。工作人员已与您取得联系，解释了相关情况和最新进展。感谢您对我们工作的理解与支持。,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,因房户不一致上学调剂问题,投诉/求助,教育,已办理,2023-08-12 17:43,领导你好！我是08年购买裕华区联邦东方明珠小区房产，因开发商联**业房地产开发公司原因，我手里只有购房合同，至今不能办理房本。因没有下房产证户口无法落户，总担心将来影响孩子上学！孩子上学是在家附近裕华区南王小学借读的。今年孩子小升初片内1公里44中学，但只因孩子户口未落户联邦东方明珠小区。裕华区教育局将孩子调剂安置到方村镇初中49中学，对两个学校教育资源资历都没意见。但49中学离我们家四五公里孩子上学实属不便。我们夫妻又迫于无奈两人长期住在裕华区，工作都在长安区，长期没时间接送孩子。我的房户不一致是有原因的，望政府特事特办给协调片区学校44中，或离家比49中更近一些的43中也行。希望领导加急办理9月1日开学日就要到了,裕华区委,2023-08-29 15:21,网民您好！接到留言后，裕华区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：1、关于您所反映的上学问题。经核实，目前我区执行“划片招生、就近入学”，是指适龄儿童、少年户口随父母双方或一方（或其他法定监护人，下同），且户口和住址符合户籍管理有关要求，即户口、住址和父母的《房屋所有权证》或《不动产权证书》（规划用途须为住宅）相一致。不符合上述条件的，由区教育局根据适龄儿童、少年家庭实际情况和各学校学位情况调剂安排入学。经裕华区教育局协调，留言人子女调剂至石家庄市东南实验中学统一安排入学。2、关于您所反映的办理房产证问题。经核实了解，联邦东方明珠小区移交至市城发投管理后，房产证的办理由市城发投负责，裕华区将联系市城投加快办理速度。工作人员已与您取得联系，解释了相关情况。感谢您对我们工作的理解与支持。,河北省石家庄市裕华区
留言对象：河北省石家庄市委书记张超超,长安区紫涵樾府小区健身器材问题,投诉/求助,城建,已办理,2023-08-12 15:17,长安区西兆通紫涵樾府小区好几年，小区内没有任何健身器材和座椅设施，多次反映物业无人处理，当初承诺2023年5月份给安装，至今没有消息，给生活造成不便，希望得到有关部门解决。,长安区委,2023-08-28 15:20,网民您好！接到留言后，长安区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：辖区镇政府正在逐级申请惠民资金，资金到位后镇政府督促社区尽早购买、安装健身器材。感谢您的理解与支持。,河北省石家庄市长安区
留言对象：河北省石家庄市委书记张超超,拖欠过渡费,投诉/求助,城建,已办理,2023-08-12 09:58,2013年7月份征收了我的商铺，并和我签订了房屋补偿安置协议，协议规定过渡弗每年一付，商铺36个月内交房。但2015年以后就没有给过渡费至今，回迁安置的商铺至今也没有交付。,平山县委,2023-08-22 09:20,网民您好！接到留言后，平山县委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：经协调，开发企业承诺交付房屋时将拖欠您的过渡费一并结清。工作人员已与您取得联系，解释了相关情况。感谢您对我们工作的理解与支持。,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,兴凯园北边滑梯和小广场扰民,投诉/求助,城建,已办理,2023-08-12 09:50,2023年五月份在兴凯路和维明北大街建成的兴凯园街心公园，中间有一组大滑梯，每天下午五六点以后到晚上十一点左右很多孩子在这里玩，尖叫喊叫声络绎不绝，还有旁边紧挨着铁路三十五宿舍十号楼居民楼的圆形小广场，晚上大人们聊天的，孩子尖叫喊叫声很大，早上打球的噪音扰民，天天如此，根本不敢开窗户，关着窗户依然很吵。这么近的距离建滑梯建广场根本不合适，请相关部门取缔这个小广场，并在滑梯那里加装防噪音围挡。从五月份投诉至今未有人解决，希望领导关注一下。（不远处有儿童活动中心，一个很大的公园，孩子们并不缺玩的地方，也不缺健身的场地。),石家庄国控城市发展投资集团有限责任公司,2023-08-23 16:45,"网民您好！您咨询的问题，市城发投集团高度重视，认真进行了调查核实，现将情况回复如下：
    经核实，您反映的游园为兴凯园，该园目前已按照设计方案完成建设。关于游园北侧小广场，其距离居民楼10米左右，已于7月18日将该小广场上的滑梯移走；关于游园中间的滑梯，其距离居民楼35米左右，且已按设计方案种植了有隔音效果的绿化树木，再加装噪音围挡不符合设计要求。为进一步减少对居民的影响，拟在园内增设提示牌，规范开放时间。
    工作人员已与您取得联系，解释了相关情况。
    祝您生活愉快！",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,请帮助西兆通村未拆迁居民能够申请公租房,投诉/求助,政务,已办理,2023-08-11 22:12,石家庄市长安区西兆通村于2011年启动城中村改造，至今已有十三年之久，回迁楼目前都还没有完全建设完成，剩下的七百余户居民更是不知等到何时才能被拆迁，请领导协助解决此问题。,长安区委,2023-08-28 15:21,网民您好！接到留言后，长安区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：辖区镇政府核实，根据石家庄市保障性安居工程领导小组办公室关于印发《调整公共租赁住房有关政策的通知》的相关规定，您不符合申请公租房相关条件。镇政府继续督促开发单位加快回迁房建设，早日建成交付。感谢您的理解与支持。,河北省石家庄市长安区
留言对象：河北省石家庄市委书记张超超,拖欠机械设备费用10年,投诉/求助,就业,已办理,2023-08-11 21:00,尊敬的领导您好，我是灵寿县的一名铲车司机，灵寿县三圣院乡北纪城村村民委员会于2013年租用我的铲车进行垃圾清理，欠下费用9700元，有当时签订的合同和欠条，到现在已经10年了，一直在拖时间，一直不给结。,灵寿县委,2023-08-28 18:25,网民您好！接到留言后，灵寿县委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：经相关部门协调，北纪城村将逐年偿还欠款，争取早日还清。工作人员已与您取得联系，解释了相关情况和最新进展。感谢您对我们工作的理解与支持。,河北省石家庄市灵寿县
留言对象：河北省石家庄市委书记张超超,全款买房八年不给签署备案合同,投诉/求助,政务,已办理,2023-08-11 19:52,我2016年全款买了国仕山三期J区房子，苦敖到去年底总算交了房，在交房协调会上开发商当着裕华区领导和业主的面承诺今年春节后就给签署备案合同，时至今日毫无音信，做为一个老百姓，我实在是没有办法，只能求助政府领导，望领导能督促开发商尽快给签署备案合同，并开据购房发票，相信政府！相信领导！,裕华区委,2023-08-21 15:20,网民您好！接到留言后，裕华区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：经核实，签订正式合同需要缴纳营业税，目前由于开发单位资金紧张，暂不具备与您签订正式合同的条件。我区裕强街道已督促开发单位尽快筹措资金，力争早日与您签订正式合同。工作人员已与您取得联系，解释了相关情况。感谢您对我们工作的理解与支持。,河北省石家庄市裕华区
留言对象：河北省石家庄市委书记张超超,国仕山二期不给办理房产证问题,投诉/求助,城建,已办理,2023-08-11 19:31,我是2012年全款购买的国仕山二期住宅项目，当时开发商承诺2014年交房！然后该项目停工一直拖延到2022年12月份才交了房，但是开发商迟迟不办理房产证，希望有关部门领导催促开发商尽快办理房产证。,裕华区委,2023-08-21 16:20,网民您好！接到留言后，裕华区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：经核实，您所反映的项目未完成全部建设，尚不具备产权登记的条件。工作人员已与您取得联系，解释了相关情况。感谢您对我们工作的理解与支持。,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,天山银河广场A座，每次下雨窗户漏雨,投诉/求助,企业,已办理,2023-08-11 19:25,天山银河广场墙幕固定大玻璃每次下雨都会漏雨到室内，和物业楼管反映多次无结果。,石家庄高新区,2023-08-22 09:09,"网民您好！接到留言后，我区高度重视，立即安排工作人员进行调查核实，现将结果回复如下：
经了解，建设单位正在对有此类问题的房屋逐户进行维修中。工作人员已与您取得联系，解释了相关情况（政策）和最新进展。感谢您对我们工作的理解与支持。",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,每天上下班时间路堵的厉害,投诉/求助,交通,已办理,2023-08-11 18:35,小路本来就是双行道，刚好错车，但一到上下班时间，电车很多，再加上老有大车通行，造成路面拥堵，此路是到太行大街的近路，所以大家都选这个路，希望给解决一下拥堵问题,石家庄市公安局交通管理局,2023-08-25 15:42,"您好，针对您反映“每天上下班时间堵的厉害”问题后，市交管局高度重视，立即组织相关科室到现场进行实地调研核查。
  交管局相关部门到现场进行踏查，了解实际情况，现场制定整改措施。采取以下措施：一是辖区大队安排警力对该路段加强巡逻管控，加大治理大货车违法的力度；二是进一步完善该路段的大货车禁行的标志标牌。
  感谢您对我们工作的理解与支持。",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,裕华区国仕山D区全款未签署蓝皮合同,投诉/求助,城建,已办理,2023-08-11 15:43,本人于2014年购买了两套国仕山三期D区的房子，当时签的协议，直至2021年年底开发商通知补齐全款，承诺不久就给签备案合同，但是直到现在开发商还没有给我签备案合同，没有给任何解释，请求领导督促开发商尽快给我签备案合同。,裕华区委,2023-08-21 15:16,网民您好！接到留言后，裕华区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：经核实，签订正式合同需要缴纳营业税，目前由于开发单位资金紧张，暂不具备与您签订正式合同的条件。我区裕强街道已督促开发单位尽快筹措资金，力争早日与您签订正式合同。工作人员已与您取得联系，解释了相关情况。感谢您对我们工作的理解与支持。,河北省石家庄市
